label,study,arm,es,year,TESTEX,age,sex_%_male,weight,bmi,train_status,healthy_clinical,RT_only,weeks,freq,exercises,sets_exercise,reps,load,task_failure_y_n,outcome,measure,region,specific_region,study_design,RT_n,RT_pre_m,RT_post_m,RT_delta_m,RT_pre_se,RT_post_se,RT_delta_se,RT_pre_sd,RT_post_sd,RT_delta_sd,RT_delta_CI_lower,RT_delta_CI_upper,RT_delta_t_value,RT_delta_p_value,CON_n,CON_pre_m,CON_post_m,CON_delta_m,CON_pre_se,CON_post_se,CON_delta_se,CON_pre_sd,CON_post_sd,CON_delta_sd,CON_delta_CI_lower,CON_delta_CI_upper,CON_delta_t_value,CON_delta_p_value,Notes
"McCartney et al., J Gerontol Biol Sci, 1995",63,113,628,1995,6,72.06976744,0,63.30232558,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,elbow flexion,between,20,10.46511628,16.51162791,,,,,2.591515935,3.67786391,,,,,0.01,23,10.23255814,10.46511628,,,,,2.285745047,2.726098191,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,113,629,1995,6,72.06976744,0,63.30232558,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,lower,leg press,between,20,100.6779661,123.2768362,,,,,20.9039548,24.85875706,,,,,0.01,23,89.94350282,97.85310734,,,,,14.68926554,16.94915254,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,113,630,1995,6,72.06976744,0,63.30232558,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,overhead press,between,20,10.25056948,21.07061503,,,,,6.264236902,7.403189066,,,,,0.01,23,11.73120729,12.64236902,,,,,3.758542141,4.669703872,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,113,631,1995,6,72.06976744,0,63.30232558,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,bench press,between,20,20.72380952,29.56190476,,,,,3.961904762,4.723809524,,,,,0.01,23,21.02857143,22.4,,,,,3.657142857,4.876190476,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,113,632,1995,6,72.06976744,0,63.30232558,,untrained,healthy,y,43.33333333,2,6,3,11,80,,hypertrophy,CT,lower,quadriceps ,between,20,70.2,72.9,,,,,1.7,1.9,,,,,,23,72.4,73.3,,,,,2.8,2.5,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,114,633,1995,6,63.57894737,100,82.05789474,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,elbow flexion,between,22,26.38949672,43.98249453,,,,,4.595185996,12.07877462,,,,,0.01,16,30.19693654,28.09628009,,,,,7.877461707,6.170678337,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,114,634,1995,6,63.57894737,100,82.05789474,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,lower,leg press,between,22,157.8823529,200.2352941,,,,,32.94117647,32,,,,,0.01,16,181.4117647,175.7647059,,,,,31.05882353,31.05882353,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,114,635,1995,6,63.57894737,100,82.05789474,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,overhead press,between,22,31.11954459,42.40986717,,,,,7.685009488,7.400379507,,,,,0.01,16,36.14800759,35.29411765,,,,,6.831119545,7.115749526,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,114,636,1995,6,63.57894737,100,82.05789474,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,bench press,between,22,44.62998102,57.53320683,,,,,11.99240987,14.72485769,,,,,0.01,16,50.70208729,49.79127135,,,,,6.527514231,8.045540797,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,114,637,1995,6,63.57894737,100,82.05789474,,untrained,healthy,y,43.33333333,2,6,3,11,80,,hypertrophy,CT,lower,quadriceps ,between,22,124.8,133.4,,,,,5.1,6,,,,,,16,128.2,128.2,,,,,5.5,5.6,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,115,638,1995,6,72.68,100,78.14,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,elbow flexion,between,17,22.84463895,31.3785558,,,,,5.382932166,8.927789934,,,,,0.01,8,24.02625821,23.63238512,,,,,6.827133479,4.332603939,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,115,639,1995,6,72.68,100,78.14,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,lower,leg press,between,17,157.8823529,188.9411765,,,,,33.88235294,34.35294118,,,,,0.01,8,148,147.0588235,,,,,26.35294118,24.94117647,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,115,640,1995,6,72.68,100,78.14,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,overhead press,between,17,27.41935484,38.9943074,,,,,8.064516129,10.15180266,,,,,0.01,8,26.47058824,29.31688805,,,,,5.313092979,4.269449715,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,115,641,1995,6,72.68,100,78.14,,untrained,healthy,y,43.33333333,2,6,3,11,80,,strength,1RM,upper,bench press,between,17,44.47817837,54.34535104,,,,,10.32258065,11.23339658,,,,,0.01,8,45.08538899,42.65654649,,,,,6.831119545,8.197343454,,,,,,
"McCartney et al., J Gerontol Biol Sci, 1995",63,115,642,1995,6,72.68,100,78.14,,untrained,healthy,y,43.33333333,2,6,3,11,80,,hypertrophy,CT,lower,quadriceps ,between,17,116.8,123.4,,,,,4.5,5.3,,,,,,8,124.4,127.4,,,,,3.9,3.6,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,116,643,2003,5,22.26894737,53.57142857,76.79789474,,untrained,healthy,y,12,2,3,1,8,,y,strength,1RM,upper,elbow flexion,between,9,33.84,37.12,,,,,12.57,15.12,,,,,0.05,10,30.23,30.23,,,,,11.19,11.24,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,116,644,2003,5,22.26894737,53.57142857,76.79789474,,untrained,healthy,y,12,2,3,1,8,,y,strength,1RM,lower,leg press,between,9,242.93,324.24,,,,,139.56,166.38,,,,,0.05,10,198.18,208.41,,,,,52.1,61.7,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,116,645,2003,5,22.26894737,53.57142857,76.79789474,,untrained,healthy,y,12,2,3,1,8,,y,hypertrophy,DXA,upper,arms,between,9,6.6,6.59,,,,,2.51,2.53,,,,,,10,6,5.79,,,,,1.87,1.66,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,116,646,2003,5,22.26894737,53.57142857,76.79789474,,untrained,healthy,y,12,2,3,1,8,,y,hypertrophy,DXA,lower,legs,between,9,19.6,19.55,,,,,6.6,6.27,,,,,,10,17.44,17.45,,,,,3.88,3.82,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,117,647,2003,5,22.71421053,53.57142857,70.61157895,,untrained,healthy,y,12,2,3,6,8,,y,strength,1RM,upper,elbow flexion,between,9,29.55,35.61,,,,,10.29,10.84,,,,,0.05,10,30.23,30.23,,,,,11.19,11.24,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,117,648,2003,5,22.71421053,53.57142857,70.61157895,,untrained,healthy,y,12,2,3,6,8,,y,strength,1RM,lower,leg press,between,9,191.16,293.43,,,,,76.75,126.19,,,,,0.05,10,198.18,208.41,,,,,52.1,61.7,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,117,649,2003,5,22.71421053,53.57142857,70.61157895,,untrained,healthy,y,12,2,3,6,8,,y,hypertrophy,DXA,upper,arms,between,9,5.95,5.94,,,,,2,1.9,,,,,,10,6,5.79,,,,,1.87,1.66,,,,,,
"McBride et al., Eur J Appl Physiol, 2003",64,117,650,2003,5,22.71421053,53.57142857,70.61157895,,untrained,healthy,y,12,2,3,6,8,,y,hypertrophy,DXA,lower,legs,between,9,16.78,17.64,,,,,3.67,4.66,,,,,,10,17.44,17.45,,,,,3.88,3.82,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,651,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,lower,leg press,between,9,154.4,236.1,,,,,19.4,35.5,,,,,0.05,7,181.4,185,,,,,45.6,48.5,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,652,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,lower,knee extension,between,9,71.7,97.3,,,,,15.4,16.8,,,,,0.05,7,62.5,62.5,,,,,12.5,12.5,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,653,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,lower,squat,between,9,297.8,451.1,,,,,48.7,104.7,,,,,0.05,7,210.7,212.1,,,,,72.5,67.2,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,654,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,lower,knee flexion,between,9,74.4,92.6,,,,,14.2,18.1,,,,,0.05,7,59.6,58.8,,,,,9.8,9.9,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,655,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,upper,bench press,between,9,72.8,90.8,,,,,11.5,18.6,,,,,0.05,7,66.2,66.2,,,,,4.8,7.7,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,656,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,upper,seated row,between,9,76.7,90.3,,,,,10.1,9.7,,,,,0.05,7,73.7,74,,,,,6.9,5.8,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,657,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,strength,1RM,upper,elbow extension,between,9,41.6,50.6,,,,,7.4,7.7,,,,,0.05,7,35.5,35.5,,,,,4.2,4.2,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,658,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,9,3906.8,4085.3,,,,,1431.1,1135.3,,,,,,7,4386.4,4137.6,,,,,415.6,380,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,659,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,9,4312,5125.7,,,,,979.9,1006.6,,,,,0.05,7,5337.3,5560.1,,,,,799.9,626.2,,,,,,
"Olmedillas et al., Int J Sports Med, 2011",65,118,660,2011,8,33.425,100,77.25625,,untrained,healthy,y,12,3,7,4,10,,y,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,9,3690,4293.8,,,,,618.5,1070.5,,,,,,7,4421.1,4689.8,,,,,1133.5,928,,,,,,
"Olson et al., Med Sci Sports Exerc, 2006",66,119,661,2006,7,38,0,75.5,,untrained,healthy,y,52,2,,3,9,,,strength,1RM,upper,bench press,between,15,37.9,41.2,,1.5,1.7,,,,,,,,0.01,15,37.9,37.1,,2.2,1.9,,,,,,,,,
"Olson et al., Med Sci Sports Exerc, 2006",66,119,662,2006,7,38,0,75.5,,untrained,healthy,y,52,2,,3,9,,,strength,1RM,lower,leg press,between,15,123.9,142.7,,4.9,7.4,,,,,,,,,15,121.3,137.6,,7.7,8.4,,,,,,,,,
"Olson et al., Med Sci Sports Exerc, 2006",66,119,663,2006,7,38,0,75.5,,untrained,healthy,y,52,2,,3,9,,,hypertrophy,DXA,total,total,between,15,42.2,44.2,,1.6,1.5,,,,,,,,0.05,15,41.7,42.5,,1.5,1.5,,,,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,664,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,hypertrophy,BIA,total,total,between,21,18.8,20.6,1.8,,,,3.3,3.6,0.77,,,,,22,18.2,18.4,0.2,,,,2.5,2.5,1.01,,,,,
"Orsatti et al., Maturitas, 2008",67,120,665,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,8,3,8,3,10,70,,strength,1RM,upper,bench press,between,21,30.9,35.6,,,,,7.8,8,,,,,,22,30.6,29.7,,,,,6.4,5.8,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,666,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,8,3,8,3,10,70,,strength,1RM,lower,leg press,between,21,29.2,32.2,,,,,7,6.5,,,,,,22,29.6,29.8,,,,,6,5.6,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,667,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,8,3,8,3,10,70,,strength,1RM,lower,knee extension,between,21,27.6,30.1,,,,,6.9,7.1,,,,,,22,27,27.2,,,,,7,6.5,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,668,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,8,3,8,3,10,70,,strength,1RM,upper,elbow flexion,between,21,20.3,21.5,,,,,4.2,4.1,,,,,,22,20.5,20.2,,,,,4.2,4,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,669,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,8,3,8,3,10,70,,strength,1RM,upper,elbow extension,between,21,15,16.6,,,,,3.8,4,,,,,,22,14.8,14.5,,,,,4.2,3.9,,,,,,
"Orsatti et al., Maturitas, 2008",67,120,670,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,strength,1RM,upper,bench press,between,21,30.9,40.4,9.5,,,,7.8,8.8,5.6,,,,,22,30.6,31,0.4,,,,6.4,7.7,0.3,,,,,
"Orsatti et al., Maturitas, 2008",67,120,671,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,strength,1RM,lower,leg press,between,21,29.2,33.6,4.4,,,,7,6.1,2.8,,,,,22,29.6,30.1,0.5,,,,6,6.5,0.4,,,,,
"Orsatti et al., Maturitas, 2008",67,120,672,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,strength,1RM,lower,knee extension,between,21,27.6,32,4.4,,,,6.9,7.2,3.1,,,,,22,27,27.8,0.8,,,,7,6.7,0.5,,,,,
"Orsatti et al., Maturitas, 2008",67,120,673,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,strength,1RM,upper,elbow flexion,between,21,20.3,22,1.7,,,,4.2,4.1,1.2,,,,,22,20.5,20.1,-0.4,,,,4.2,4.1,0.2,,,,,
"Orsatti et al., Maturitas, 2008",67,120,674,2008,8,58.56744186,0,,28.18604651,untrained,healthy,y,16,3,8,3,10,70,,strength,1RM,upper,elbow extension,between,21,15,17.6,2.6,,,,3.8,4.1,1.2,,,,,22,14.8,14.8,0,,,,4.2,4.1,0.1,,,,,
"Pinto et al., AGE, 2014",68,121,675,2014,7,66,0,68.3,,untrained,healthy,y,6,2,3,2.333333333,16.16666667,,y,strength,1RM,lower,knee extension,between,19,42.5,51.9,,,,,8.1,9.9,,,,,0.05,17,39.1,38.9,,,,,8.3,9,,,,,,
"Pinto et al., AGE, 2014",68,121,676,2014,7,66,0,68.3,,untrained,healthy,y,6,2,3,2.333333333,16.16666667,,y,hypertrophy,US,lower,quadriceps (vastus lateralis),between,19,16.1,17.9,,,,,2.3,2.1,,,,,0.01,17,16.7,16.1,,,,,2.9,3.1,,,,,,
"Pinto et al., AGE, 2014",68,121,677,2014,7,66,0,68.3,,untrained,healthy,y,6,2,3,2.333333333,16.16666667,,y,hypertrophy,US,lower,quadriceps (vastus medialis),between,19,14,16.9,,,,,3.3,2.2,,,,,0.001,17,14.4,14.9,,,,,3.6,3.4,,,,,,
"Pinto et al., AGE, 2014",68,121,678,2014,7,66,0,68.3,,untrained,healthy,y,6,2,3,2.333333333,16.16666667,,y,hypertrophy,US,lower,quadriceps (rectus femoris),between,19,16.1,18.7,,,,,2.9,3.1,,,,,0.01,17,16.8,16,,,,,2.1,2,,,,,,
"Pinto et al., AGE, 2014",68,121,679,2014,7,66,0,68.3,,untrained,healthy,y,6,2,3,2.333333333,16.16666667,,y,hypertrophy,US,lower,quadriceps (vastus intermedius),between,19,13.1,15.5,,,,,4.1,2.7,,,,,0.001,17,13.2,14.1,,,,,3.8,2.5,,,,,,
"Prestes et al., AGE, 2015",69,122,680,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,hypertrophy,DXA,total,total,between,20,34.9,34.35,,,,,4.53,5.83,,,,,,10,34.22,34.09,,,,,2.52,2.64,,,,,,Dropped leg press - control group data weird
"Prestes et al., AGE, 2015",69,122,681,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,strength,1RM,upper,bench press,between,20,23.2,26.31,,,,,5.48,5.06,,,,,,10,24.17,23.77,,,,,5.01,5.09,,,,,,
"Prestes et al., AGE, 2015",69,122,682,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,strength,1RM,upper,elbow flexion,between,20,15.27,17.46,,,,,2.94,3.32,,,,,,10,16.91,17,,,,,2.71,2.92,,,,,,
"Prestes et al., AGE, 2015",69,123,683,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,hypertrophy,DXA,total,total,between,19,36.02,36.62,,,,,3.44,3.25,,,,,,10,34.22,34.09,,,,,2.52,2.64,,,,,,
"Prestes et al., AGE, 2015",69,123,684,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,strength,1RM,upper,bench press,between,19,25.02,26.38,,,,,4.93,5.16,,,,,,10,24.17,23.77,,,,,5.01,5.09,,,,,,
"Prestes et al., AGE, 2015",69,123,685,2015,7,67.12,0,63.48346939,27.33673469,untrained,healthy,y,16,2,10,3,10,,y,strength,1RM,upper,elbow flexion,between,19,17.11,18.05,,,,,2.37,2.71,,,,,,10,16.91,17,,,,,2.71,2.92,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,686,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,strength,5RM,upper,bench press,between,12,64.5,73.2,,,,,9.5,9.9,,,,,0.05,10,68.3,64.4,,,,,11.4,8.8,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,687,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,strength,5RM,upper,pulldown,between,12,57.9,68.7,,,,,10.7,9.5,,,,,0.05,10,60.5,62.2,,,,,6.8,6.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,688,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,strength,5RM,upper,overhead press,between,12,31.6,38.7,,,,,7.1,9.3,,,,,0.05,10,26.1,29.4,,,,,7.4,7.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,689,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,strength,5RM,lower,leg press,between,12,170,196.7,,,,,34.1,15.5,,,,,0.05,10,157.8,155,,,,,21,25,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,690,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,hypertrophy,skinfold,total,total,between,12,67.24,67.7,,,,,8.26,6.51,,,,,0.05,10,61.95,64.86,,,,,7.8,8.06,,,,,0.05,
"Radaelli et al., J Strength Cond Res, 2015",70,124,691,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,hypertrophy,US,upper,biceps ,between,12,3.659574468,3.70212766,,,,,0.510638298,0.393617021,,,,,,10,3.595744681,3.414893617,,,,,0.478723404,0.627659574,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,124,692,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,1,10,,y,hypertrophy,US,upper,triceps,between,12,3.911764706,3.939215686,,,,,0.384313725,0.356862745,,,,,,10,4.158823529,4.021568627,,,,,0.7,0.7,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,693,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,strength,5RM,upper,bench press,between,13,73.4,86.1,,,,,9.4,8.4,,,,,0.05,10,68.3,64.4,,,,,11.4,8.8,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,694,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,strength,5RM,upper,pulldown,between,13,62.5,70,,,,,6.21,4.76,,,,,0.05,10,60.5,62.2,,,,,6.8,6.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,695,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,strength,5RM,upper,overhead press,between,13,34.2,42.3,,,,,7.5,6.3,,,,,0.05,10,26.1,29.4,,,,,7.4,7.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,696,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,strength,5RM,lower,leg press,between,13,172.5,199.2,,,,,30.1,14.4,,,,,0.05,10,157.8,155,,,,,21,25,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,697,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,hypertrophy,skinfold,total,total,between,13,63.01,65.99,,,,,4.39,5.17,,,,,0.05,10,61.95,64.86,,,,,7.8,8.06,,,,,0.05,
"Radaelli et al., J Strength Cond Res, 2015",70,125,698,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,hypertrophy,US,upper,biceps ,between,13,3.542553191,3.819148936,,,,,0.361702128,0.329787234,,,,,0.05,10,3.595744681,3.414893617,,,,,0.478723404,0.627659574,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,125,699,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,3,10,,y,hypertrophy,US,upper,triceps,between,13,3.994117647,4.035294118,,,,,0.645098039,0.480392157,,,,,,10,4.158823529,4.021568627,,,,,0.7,0.7,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,700,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,strength,5RM,upper,bench press,between,13,89.6,99.6,,,,,9.6,5.5,,,,,0.05,10,68.3,64.4,,,,,11.4,8.8,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,701,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,strength,5RM,upper,pulldown,between,13,74.2,86.5,,,,,9.5,6.5,,,,,0.05,10,60.5,62.2,,,,,6.8,6.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,702,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,strength,5RM,upper,overhead press,between,13,41.5,56.1,,,,,8.2,11.9,,,,,0.05,10,26.1,29.4,,,,,7.4,7.6,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,703,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,strength,5RM,lower,leg press,between,13,178.5,201.5,,,,,24.4,25.4,,,,,0.05,10,157.8,155,,,,,21,25,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,704,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,hypertrophy,skinfold,total,total,between,13,71.39,74.71,,,,,5.92,4.98,,,,,0.05,10,61.95,64.86,,,,,7.8,8.06,,,,,0.05,
"Radaelli et al., J Strength Cond Res, 2015",70,126,705,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,hypertrophy,US,upper,biceps ,between,13,3.563829787,4.170212766,,,,,0.5,0.5,,,,,0.05,10,3.595744681,3.414893617,,,,,0.478723404,0.627659574,,,,,,
"Radaelli et al., J Strength Cond Res, 2015",70,126,706,2015,7,24.4,100,79.3,,trained,healthy,y,26,3,9,5,10,,y,hypertrophy,US,upper,triceps,between,13,3.994117647,4.803921569,,,,,0.329411765,0.384313725,,,,,0.05,10,4.158823529,4.021568627,,,,,0.7,0.7,,,,,,
"Reeves et al., J Appl Physiol, 2004",71,127,707,2004,9,70.7,44.44444444,71.6,,untrained,healthy,y,14,3,7,2,10,80,,strength,isometric,lower,knee extension,between,9,121.4,131.1,,,,,61,55.3,,,,,0.05,9,122.2,108.2,,,,,33.5,29.3,,,,,0.05,
"Reeves et al., J Appl Physiol, 2004",71,127,708,2004,9,70.7,44.44444444,71.6,,untrained,healthy,y,14,3,7,2,10,80,,hypertrophy,US,lower,quadriceps (vastus lateralis),between,9,17.6,19,,,,,4.6,5.3,,,,,0.01,9,19.4,19.4,,,,,5.1,5,,,,,,
"Reeves et al., J Appl Physiol, 2004",71,127,709,2004,9,70.7,44.44444444,71.6,,untrained,healthy,y,14,3,7,2,10,80,,hypertrophy,US,lower,quadriceps (vastus lateralis),between,9,254.3,270.3,,,,,76,81.3,,,,,0.01,9,291,291.1,,,,,79.8,78.5,,,,,,
"Ribeiro et al., Eur J Sport Sci, 2017",72,128,710,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,upper,chest press,between,25,39.2,43.8,,,,,7.2,7.8,,,,,0.05,25,38.7,35.7,,,,,7.1,7.6,,,,,0.05,
"Ribeiro et al., Eur J Sport Sci, 2017",72,128,711,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,lower,knee extension,between,25,46.8,50.8,,,,,12.1,12,,,,,0.05,25,47.3,42.9,,,,,8.8,9.7,,,,,0.05,
"Ribeiro et al., Eur J Sport Sci, 2017",72,128,712,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,upper,elbow flexion,between,25,19.9,22.1,,,,,3.1,3.8,,,,,0.05,25,19.6,19,,,,,2.6,2.9,,,,,,
"Ribeiro et al., Eur J Sport Sci, 2017",72,128,713,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,hypertrophy,DXA,total,total,between,25,20,20.4,,,,,2.8,2.8,,,,,0.05,25,20,19.9,,,,,2.3,2.1,,,,,,
"Ribeiro et al., Eur J Sport Sci, 2017",72,129,714,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,upper,chest press,between,26,39.9,45.1,,,,,7.2,7.1,,,,,0.05,25,38.7,35.7,,,,,7.1,7.6,,,,,0.05,
"Ribeiro et al., Eur J Sport Sci, 2017",72,129,715,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,lower,knee extension,between,26,47.4,52.2,,,,,11.3,11.5,,,,,0.05,25,47.3,42.9,,,,,8.8,9.7,,,,,0.05,
"Ribeiro et al., Eur J Sport Sci, 2017",72,129,716,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,strength,1RM,upper,elbow flexion,between,26,20.5,22.9,,,,,3.8,4.1,,,,,0.05,25,19.6,19,,,,,2.6,2.9,,,,,,
"Ribeiro et al., Eur J Sport Sci, 2017",72,129,717,2017,10,68.5,0,68.47236842,27.20131579,untrained,healthy,y,8,3,7,3,10,,y,hypertrophy,DXA,total,total,between,26,20.2,20.5,,,,,2.6,2.5,,,,,0.05,25,20,19.9,,,,,2.3,2.1,,,,,,
"Richardson et a., Eur J Sport Sci, 2019",73,130,718,2019,7,66,,76.78,26.8,untrained,healthy,y,11,1,8,3,14,40,n,strength,1RM,lower,leg press,between,10,103,117,,,,,23,29,,,,,,10,95,95,,,,,39,38,,,,,,
